1st Auto & Casualty   J1585   Professional Claims 837P
Inland Empire Health Medicare   CMC   Eligibility 270 / 271
Inland Empire Health Plan   IEHP   Eligibility 270 / 271
Inland Empire Health Plan   IEHP1   Institutional Claims 837I
Inland Empire Health Plan   IEHP1   Remits 835
Inland Empire Health Plan   IEHP1   Professional Claims 837P
Inland Empire health Plan  (Covered California)   IECCA   Institutional Claims 837I
Inland Empire health Plan  (Covered California)   IECCA   Remits 835
Inland Empire health Plan (Covered California)   IECCA   Professional Claims 837P
Inland Health Organization (IHO)   IHORG   Professional Claims 837P
Innermark TPA   98481   Institutional Claims 837I
Innermark TPA   98481   Professional Claims 837P
InnovAge   31182   Institutional Claims 837I
InnovAge   31182   Remits 835
InnovAge   31182   Professional Claims 837P
InnovAge   INNOV   Claim Status 276 / 277
InnovAge   INNOV   Eligibility 270 / 271
Innovante Benefit Administrator   31172   Institutional Claims 837I
Innovante Benefit Administrator   31172   Professional Claims 837P
Innovation Health (Aetna)   40025   Professional Claims 837P
Innovation Health (Aetna)   40025   Institutional Claims 837I
Innovation Health (Aetna)   INNOVATION-HEALTH   Eligibility 270 / 271
Innovative Care Systems (ICS) - San Ramon   J1601   Professional Claims 837P
Innovative Claim Solutions (ICS) - Rancho Cordova - CORVEL   J1599   Professional Claims 837P
Innovative Integrated Health, Inc.   IIHPO   Remits 835
Innovative Integrated Health, Inc.   IIHPO   Institutional Claims 837I
Innovative Integrated Health, Inc.   IIHPO   Professional Claims 837P
INS Health Services (AKA ICE Health)   VAICE   Professional Claims 837P
INS Health Services (AKA ICE Health)   VAICE   Institutional Claims 837I
Inservco   J3948   Professional Claims 837P
Insurance Administrator of America, Inc. (IAA)   37279   Professional Claims 837P
Insurance Administrator of America, Inc. (IAA)   37279   Institutional Claims 837I
Insurance Administrator of America, Inc. (IAA)   37279   Remits 835
Insurance Benefit System Administrators   07689   Professional Claims 837P
Insurance Benefit System Administrators   07689   Institutional Claims 837I
Insurance Benefit System Administrators   07689   Remits 835
Insurance Company of the West (ICW)   27847   Professional Claims 837P
Insurance Design Administrators   13315   Remits 835
Insurance Design Administrators - ClaimsBridge   IHS16   Institutional Claims 837I
Insurance Design Administrators - ClaimsBridge   IHS16   Professional Claims 837P
Insurance Management Services   IMSMS   Professional Claims 837P
Insurance Management Services   IMSMS   Institutional Claims 837I
Insurance Management Services   IMSMS   Remits 835
Insurance Program Managers Group (IPMG)   36342   Professional Claims 837P
Insurance Program Managers Group (IPMG)   36342   Institutional Claims 837I
Insurance Program Managers Group (IPMG)   J1887   Professional Claims 837P
Insurance Systems   11889   Professional Claims 837P
Insurance Systems   11889   Institutional Claims 837I
Insurance Systems   11889   Remits 835
Insurance TPA   39182   Professional Claims 837P
Insurance TPA   39182   Institutional Claims 837I
Insurers Administrative Corp.   86304   Professional Claims 837P
Insurers Administrative Corp.   86304   Institutional Claims 837I
Integon General Insurance Corp.   C1028   Professional Claims 837P
Integra Administrative Group   51020   Professional Claims 837P
Integra Administrative Group   51020   Institutional Claims 837I
Integra Administrative Group   51020   Remits 835
Integra Administrative Group   INTEGRA   Eligibility 270 / 271
Integra BMS   56139   Institutional Claims 837I
Integra BMS   56139   Professional Claims 837P
Integra Group   31127   Professional Claims 837P
Integra Group   31127   Institutional Claims 837I
IntegraNet   INET1   Professional Claims 837P
IntegraNet   INET1   Institutional Claims 837I
IntegraNet   INET1   Remits 835
IntegraNet SCAN   ISCN1   Remits 835
IntegraNet SCAN   ISCN1   Institutional Claims 837I
IntegraNet SCAN   ISCN1   Professional Claims 837P
Integrated Eye Care Network   85016   Professional Claims 837P
Integrated Health Partners (IHP)   MPM26   Professional Claims 837P
Integrated Health Partners (IHP)   MPM26   Institutional Claims 837I
Integrated Home Care Services, Inc.	   IHCS1   Professional Claims 837P
Integrated Home Care Services, Inc.	   IHCS1   Institutional Claims 837I
Integrated Medical Solutions   20050   Professional Claims 837P
Integrated Medical Solutions   20050   Institutional Claims 837I
Integrated Mental Health Services   INTMHS   Eligibility 270 / 271
Integrity Mutual Insurance Company   10322   Professional Claims 837P
Inter Valley Health Plan (IVHP)   IVHP   Eligibility 270 / 271
Interactive Medical Systems   56132   Professional Claims 837P
Interactive Medical Systems   56132   Institutional Claims 837I
Interactive Medical Systems   56132   Remits 835
Intercare   J1542   Professional Claims 837P
Intercare - Sussex   J1957   Professional Claims 837P
InterCommunity Health CCO (IHN)   SAMHP   Professional Claims 837P
InterCommunity Health CCO (IHN)   SAMHP   Institutional Claims 837I
InterCommunity Health CCO (IHN)   SAMHP   Remits 835
InterCommunity Health CCO (IHN)   SAMHP-IHN   Eligibility 270 / 271
Intercommunity Health Net   SAMHP   Professional Claims 837P
Intercommunity Health Net   SAMHP   Remits 835
Intercommunity Health Net   SAMHP-IHP   Eligibility 270 / 271
Intergovernmental Risk Management Agency (IRMA) - CORVEL   J3352   Professional Claims 837P
Intergroup Services Corporation   23287   Professional Claims 837P
Intergroup Services Corporation   23287   Institutional Claims 837I
Interinsurance Exchange of the Automobile Club - CORVEL   J1810   Professional Claims 837P
Intermountain Ironworkers Trust Fund   74234   Professional Claims 837P
International Benefit Administrator   11329   Professional Claims 837P
International Benefit Administrator   11329   Institutional Claims 837I
International Benefit Administrator   11329    Remits 835
International Benefits Administrators   INT-BENE-ADMIN   Eligibility 270 / 271
International Brotherhood of Boilermakers   36609   Professional Claims 837P
International Educational Exchange Service (IEES)   16158   Professional Claims 837P
International Educational Exchange Service (IEES)   16158   Institutional Claims 837I
International Medical Group (IMG)   12T61   Institutional Claims 837I
International Medical Group Inc   IMGIN   Professional Claims 837P
International Medical Group Inc   IMGIN   Institutional Claims 837I
Intervalley   STJOE   Professional Claims 837P
Intervalley   STJOE   Institutional Claims 837I
InterWest Health PPO   84137   Institutional Claims 837I
InterWest Health PPO   84137   Professional Claims 837P
Iowa Health Advantage   RP075   Remits 835
Iowa Health Advantage   RP075   Institutional Claims 837I
Iowa Health Advantage   RP075   Professional Claims 837P
Iowa Total Care (Centene)   68069   Professional Claims 837P
Iowa Total Care (Centene)   68069   Institutional Claims 837I
Iowa Total Care (Centene)   68069   Remits 835
Iowa Total Care (Centene)   IATOTAL   Eligibility 270 / 271
IPMG Claims Management Services   J1887   Professional Claims 837P
IPS SAGE 1   SAGE1   Institutional Claims 837I
IPS SAGE 1   SAGE1   Professional Claims 837P
IQVIA   15060   Professional Claims 837P
IQVIA   15060   Institutional Claims 837I
Iron Road Healthcare   IRON-ROAD   Eligibility 270 / 271
Island Home Insurance Company   ISLAND   Eligibility 270 / 271
ISO International Student Insurance   ISOSH   Institutional Claims 837I
ISO International Student Insurance   ISOSH   Professional Claims 837P
ISS Facility Services - CORVEL   J2276   Professional Claims 837P
Itasca Medical Center   41600   Remits 835
Itasca Medical Center   41600   Professional Claims 837P
Itasca Medical Center   41600   Institutional Claims 837I
Itasca Medical Center   41600   Dental Claims 837D
J B Hunt Transport Inc.   A0138   Professional Claims 837P
J. F. Molloy and Associates   61271   Dental Claims 837D
J5 National Part A   05901   Institutional Claims 837I
JADE Health Care Medical Group   NMM07   Institutional Claims 837I
JADE Health Care Medical Group   NMM07   Remits 835
JADE Health Care Medical Group   NMM07   Professional Claims 837P
Jai Medical Systems   JAI-MEDICAL   Eligibility 270 / 271
Jai Medical Systems   JAI01   Institutional Claims 837I
Jai Medical Systems   JAI01   Remits 835
Jai Medical Systems   JAI01   Professional Claims 837P
Jefferson Pilot Financial   JPF01   Dental Claims 837D
Jencare Medical   JCARE   Professional Claims 837P
Jencare Medical   JCARE   Institutional Claims 837I
Jericho Share   IHS02   Professional Claims 837P
Jericho Share   IHS02   Institutional Claims 837I
JI Specialty Services   J1006   Professional Claims 837P
JLS Family Enterprises (dba League Medical Concepts)   JLSFE   Professional Claims 837P
JLS Family Enterprises (dba League Medical Concepts)   JLSFE   Institutional Claims 837I
John Hancock Health Security Plan   65099   Dental Claims 837D
John Muir Physician Network   JMH01   Professional Claims 837P
John Muir Physician Network   JMH01   Institutional Claims 837I
John Muir Physician Network   JMH01   Remits 835
John Muir Trauma Physicians   68013   Professional Claims 837P
Johns Hopkins Health Advantage   66003   Professional Claims 837P
Johns Hopkins Health Advantage   66003   Institutional Claims 837I
Johns Hopkins Health Advantage   JH-HEALTHADV   Eligibility 270 / 271
Johns Hopkins Healthcare   52189   Professional Claims 837P
Johns Hopkins Healthcare   52189   Institutional Claims 837I
Johns Hopkins Healthcare   52189   Remits 835
Johns Hopkins Healthcare   JOHNS-HOPKINS-HC   Eligibility 270 / 271
Johns Hopkins Healthcare (USFHP)   52123   Professional Claims 837P
Johns Hopkins Healthcare (USFHP)   52123   Institutional Claims 837I
Johns Hopkins Healthcare (USFHP)   52123   Remits 835
Johns Hopkins Home Care Group   JHHCG   Professional Claims 837P
Jordan Valley Senior Care   98471   Professional Claims 837P
Jordan Valley Senior Care   98471   Institutional Claims 837I
JPS Health Connection   75604   Institutional Claims 837I
JPS Health Connection   75604   Professional Claims 837P
JUDI Health   JUDIH   Professional Claims 837P
JUDI Health   JUDIH   Institutional Claims 837I
JWF Specialty   J3848   Professional Claims 837P
Kaiser CSI - California Select for Individuals   94320   Professional Claims 837P
Kaiser CSI - California Select for Individuals   94320   Institutional Claims 837I
Kaiser Foundation Health Plan of Colorado   10395   Eligibility 270 / 271
Kaiser Foundation Health Plan of Colorado   91617   Remits 835
Kaiser Foundation Health Plan of Colorado   91617   Professional Claims 837P
Kaiser Foundation Health Plan of Colorado   91617   Institutional Claims 837I
Kaiser Foundation Health Plan of Georgia   10396   Eligibility 270 / 271
Kaiser Foundation Health Plan of Georgia   21313   Remits 835
Kaiser Foundation Health Plan of Georgia   21313   Institutional Claims 837I
Kaiser Foundation Health Plan of Georgia   21313   Professional Claims 837P
Kaiser Foundation Health Plan of Mid-Atlantic   10403   Eligibility 270 / 271
Kaiser Foundation Health Plan of Northern CA Region   94135   Institutional Claims 837I
Kaiser Foundation Health Plan of Northern CA Region   94135   Professional Claims 837P
Kaiser Foundation Health Plan of Northern CA Region   94135   Remits 835
Kaiser Foundation Health Plan of Southern CA Region   94134   Professional Claims 837P
Kaiser Foundation Health Plan of Southern CA Region   94134   Institutional Claims 837I
Kaiser Foundation Health Plan of Southern CA Region   94134   Remits 835
Kaiser Foundation Health Plan of the Mid-Atlantic States   52095   Professional Claims 837P
Kaiser Foundation Health Plan of the Mid-Atlantic States   52095   Institutional Claims 837I
Kaiser Foundation Health Plan of the Mid-Atlantic States   52095   Remits 835
Kaiser Foundation Health Plan of the Northwest   100707   Eligibility 270 / 271
Kaiser Foundation Health Plan of the Northwest   NW002   Professional Claims 837P
Kaiser Foundation Health Plan of the Northwest   NW002   Institutional Claims 837I
Kaiser Foundation Health Plan of the Northwest   NW002   Remits 835
Kaiser Foundation Health Plan of Washington   91051   Remits 835
Kaiser Foundation Health Plan of Washington   91051   Professional Claims 837P
Kaiser Foundation Health Plan of Washington   91051   Institutional Claims 837I
Kaiser Foundation Health Plan of Washington   KFHPWA   Eligibility 270 / 271
Kaiser Permanente Health Plan of Hawaii   94123   Institutional Claims 837I
Kaiser Permanente Health Plan of Hawaii   94123   Remits 835
Kaiser Permanente Health Plan of Hawaii   94123   Professional Claims 837P
Kaiser Permanente Health Plan of Hawaii   KPHPHI   Eligibility 270 / 271
Kaiser Permanente of Northern California   100708   Eligibility 270 / 271
Kaiser Permanente of Southern California   100709   Eligibility 270 / 271
Kaiser Self-Funded   94320   Professional Claims 837P
Kaiser Self-Funded   94320   Institutional Claims 837I
Kalos Health   40137   Professional Claims 837P
Kalos Health   40137   Institutional Claims 837I
Kalos Health   40137   Remits 835
KAMG Hospital   GSH02   Institutional Claims 837I
Kane County IPA   KCIPA   Professional Claims 837P
Kane County IPA   KCIPA   Institutional Claims 837I
Kansas Health Advantage (aka Kansas Superior Select)   71066   Remits 835
Katy Medical Group   KMG11   Professional Claims 837P
Katy Medical Group   KMG11   Institutional Claims 837I
Kaweah Delta HC District Emp Plan   IP085   Professional Claims 837P
Kaweah Delta HC District Emp Plan   IP085   Institutional Claims 837I
Kaweah Delta HC District Emp Plan   IP085   Remits 835
Kaweah Delta Medicare Advantage   IP084   Remits 835
Kaweah Delta Medicare Advantage   IP084   Professional Claims 837P
Kaweah Delta Medicare Advantage   IP084   Institutional Claims 837I
Keenan   C0112   Professional Claims 837P
Keenan   C0112   Institutional Claims 837I
Keenan & Associates   KEE01   Dental Claims 837D
Keenan & Associates   KEE01   Professional Claims 837P
Keenan & Associates   KEE01   Institutional Claims 837I
Keenan & Associates   KEE01   Remits 835
Keenan and Associates (Excluding City of Pasadena)   J1498   Professional Claims 837P
Kellogg Companies - CORVEL   J1803   Professional Claims 837P
Kelsey Seybold   KELSE   Professional Claims 837P
Kelsey Seybold   KELSE   Institutional Claims 837I
Kelsey Seybold   KELSE   Remits 835
Kelsey Seybold   KELSEY-SEYBOLD   Eligibility 270 / 271
Kemper Health   KEMPER   Eligibility 270 / 271
Kempton Company   73100   Professional Claims 837P
Kempton Company   73100   Remits 835
Kempton Group Administrators   73100   Professional Claims 837P
Kempton Group Administrators   73100   Remits 835
​Kentucky Health Administrators, Inc.   82357   Professional Claims 837P
​Kentucky Health Administrators, Inc.   82357   Institutional Claims 837I
Kentucky Spirit Health (Centene)   68069   Professional Claims 837P
Kentucky Spirit Health (Centene)   68069   Institutional Claims 837I
Kentucky Spirit Health (Centene)   68069   Remits 835
Kern County Healthy Kids   CPP09   Dental Claims 837D
Kern County Hospital Authority KERN   MPM66   Institutional Claims 837I
Kern County Hospital Authority KERN   MPM66   Professional Claims 837P
Kern Health Care Network   22149   Institutional Claims 837I
Kern Health Care Network   22149   Professional Claims 837P
Kern Health Systems   77039   Professional Claims 837P
Kern Health Systems   77039   Institutional Claims 837I
Kern Legacy Health Plan   89890   Professional Claims 837P
Kern Legacy Health Plan   89890   Institutional Claims 837I
Key Benefit Administrators   37217   Institutional Claims 837I
Key Benefit Administrators   37217   Remits 835
Key Benefit Administrators   37217   Professional Claims 837P
Key Benefit Administrators   KEYBENE   Eligibility 270 / 271
Key Health Medical Solutions, Inc.   KHMSI   Professional Claims 837P
Key Medical Group   IP082   Professional Claims 837P
Key Medical Group   IP082   Institutional Claims 837I
Key Medical Group   IP082   Remits 835
Key Medical Group - Medicare Advantage   IP083   Professional Claims 837P
Key Medical Group - Medicare Advantage   IP083   Institutional Claims 837I
Key Medical Group - Medicare Advantage   IP083   Remits 835
Key Risk Management Services LLC   J1521   Professional Claims 837P
Key Select   37321   Professional Claims 837P
Key Select   37321   Institutional Claims 837I
KeyCare (MD)   KCMD1   Professional Claims 837P
KeyCare (MD)   KCMD1   Institutional Claims 837I
Keystone First   KEYFIRST   Eligibility 270 / 271
Keystone First Aligned   KEY-ALIGN   Eligibility 270 / 271
Keystone First Community Health Choices   42344   Professional Claims 837P
Keystone First Community Health Choices   42344   Remits 835
Keystone First Community Health Choices   42344   Institutional Claims 837I
Keystone First Community Health Choices   KEYFIRSTCOMMHC   Eligibility 270 / 271
Keystone First Dental - PA   SCNKF   Dental Claims 837D
Keystone First VIP Choice   77741   Remits 835
Keystone First VIP Choice   77741   Professional Claims 837P
Keystone First VIP Choice   77741   Institutional Claims 837I
Keystone First VIP Choice   KEYVIP-CHO   Eligibility 270 / 271
Keystone Health (Lakeside - Glendale, CA) (Regal)   LMG01   Professional Claims 837P
Keystone Health (Lakeside - Glendale, CA) (Regal)   LMG01   Institutional Claims 837I
Keystone Health Plan Central   23045   Professional Claims 837P
Keystone Health Plan Central   23045   Institutional Claims 837I
Keystone Health Plan East (KHP)   95056   Professional Claims 837P
Keystone Health Plan East (KHP)   95056   Remits 835
Keystone Health Plan East (KHP)   95056   Institutional Claims 837I
Keystone Mercy Health Plan   23284   Professional Claims 837P
Keystone Mercy Health Plan   23284   Institutional Claims 837I
Keystone Mercy Health Plan   23284   Remits 835
Keystone Mercy Health Plan   KEY01   Dental Claims 837D
Keystone Mercy Health Plan   KEYMERCY   Eligibility 270 / 271
Keystone West (Highmark)   54771   Institutional Claims 837I
Keystone West (Highmark)   54771   Professional Claims 837P
Keystone West (Highmark)   54771   Remits 835
Kikkoman Foods Inc - CORVEL   J3925   Professional Claims 837P
Kings County Healthy Kids   CPP10   Dental Claims 837D
Kitsap Physician Services   KITSAP   Eligibility 270 / 271
Klais & Company   34145   Professional Claims 837P
Klais & Company   34145   Institutional Claims 837I
KM Strategic Management (KMSM)   HCMG1   Professional Claims 837P
KM Strategic Management (KMSM)   HCMG1   Institutional Claims 837I
Koan Risk Solutions   65871   Professional Claims 837P
Koan Risk Solutions   65871   Institutional Claims 837I
Koch Foods, Inc - CORVEL   J1986   Professional Claims 837P
Korean American Medical Group   HSM01   Institutional Claims 837I
Korean American Medical Group   HSM01   Professional Claims 837P
Kova Healthcare, Inc.   KOVA1   Professional Claims 837P
Kova Healthcare, Inc.   KOVA1   Institutional Claims 837I
Kova Healthcare, Inc.   KOVA1   Remits 835
KPIC Self-Funded Claims Administrator   94320   Remits 835
KPIC Self-Funded Claims Administrator   94320   Institutional Claims 837I
KPIC Self-Funded Claims Administrator   94320   Professional Claims 837P
KPS Healthplans   91051   Professional Claims 837P
KPS Healthplans   91051   Institutional Claims 837I
KPS Healthplans   91051   Remits 835
KSKJ Life   KSKJLIFE   Eligibility 270 / 271
KSKJ Life Medicare Supplement   95791   Remits 835
Kuspuk School District   57610   Professional Claims 837P
Kuspuk School District   57610   Institutional Claims 837I
LA Care Health Plan   LACAR   Institutional Claims 837I
LA Care Health Plan   LACAR   Remits 835
LA Care Health Plan   LACAR   Professional Claims 837P
LA Care Health Plan   LACARE   Eligibility 270 / 271
LACH HealthNet by MedPOINT   MPM19   Professional Claims 837P
LACH HealthNet by MedPOINT   MPM19   Institutional Claims 837I
LADOC CorrectCare   LADOC   Professional Claims 837P
LADOC CorrectCare   LADOC   Institutional Claims 837I
LADOC CorrectCare   LADOC   Remits 835
Lake Region Community Health Plan   44827   Professional Claims 837P
Lake Region Community Health Plan   44827   Institutional Claims 837I
Lakes Area Community Health Plan (LACH)   52511   Professional Claims 837P
Lakes Area Community Health Plan (LACH)   52511   Institutional Claims 837I
Lakeside Community Healthcare (Regal)   LMG01   Professional Claims 837P
Lakeside Community Healthcare (Regal)   LMG01   Institutional Claims 837I
Lakeside Medical Group (Regal Lakeside)   LMG01   Professional Claims 837P
Lakeside Medical Group (Regal Lakeside)   LMG01   Institutional Claims 837I
Lakewood IPA   CAPMN   Institutional Claims 837I
Lakewood IPA   CAPMN   Professional Claims 837P
Lakewood IPA   CAPMN   Remits 835
Lancaster General Health (LGH)   16109   Professional Claims 837P
Lancaster General Health (LGH)   16109   Institutional Claims 837I
Landmark   LNDMK   Professional Claims 837P
Landmark   LNDMK   Remits 835
Landrys - CORVEL   J1889   Professional Claims 837P
Lapoyner ISD   J3944   Professional Claims 837P
Larson Group   14633   Professional Claims 837P
Larson Group   14633   Institutional Claims 837I
Las Vegas Firefighters Health and Welfare Trust   77684   Institutional Claims 837I
Las Vegas Firefighters Health and Welfare Trust   77684   Professional Claims 837P
LaSalle Medical Associates   LSMA2   Institutional Claims 837I
LaSalle Medical Associates   LSMA2   Remits 835
LaSalle Medical Associates   LSMA2   Dental Claims 837D
LaSalle Medical Associates   LSMA2   Professional Claims 837P
Lassen Municipal Utility District   53122   Professional Claims 837P
Lassen Municipal Utility District   53122   Institutional Claims 837I
Lasso Healthcare Msa   10550   Professional Claims 837P
Lasso Healthcare Msa   10550   Institutional Claims 837I
Laundry Workers   BPA01   Professional Claims 837P
Lawndale Christian Health Center   LAWND   Professional Claims 837P
Lawndale Christian Health Center   LAWND   Institutional Claims 837I
LBA Health Plans   52193   Remits 835
LCTA Workers Comp   J1998   Professional Claims 837P
Le Mars Insurance Company   J3842   Professional Claims 837P
League Medical Concepts (aka JLS Family Enterprises)   JLSFE   Professional Claims 837P
League Medical Concepts (aka JLS Family Enterprises)   JLSFE   Institutional Claims 837I
League of Minnesota Cities Insurance Trust   J1527   Professional Claims 837P
Leon Health Plans   A3565   Professional Claims 837P
Leon Health Plans   A3565   Institutional Claims 837I
Leon Medical Center Health Plan   65055   Professional Claims 837P
Leon Medical Center Health Plan   65055   Institutional Claims 837I
Leon Medical Center Health Plan   LEONMCHP   Eligibility 270 / 271
LFP Corporation - CORVEL   J1650   Professional Claims 837P
LHP Claims Unit   38238   Professional Claims 837P
LHP Claims Unit   38238   Institutional Claims 837I
LHS/ MedCost Solutions LLC   90753   Professional Claims 837P
LHS/ MedCost Solutions LLC   90753   Institutional Claims 837I
Liberty Advantage   LIB01   Professional Claims 837P
Liberty Advantage   LIB01   Institutional Claims 837I
Liberty Dental Plan   CX083   Dental Claims 837D
Liberty Mutual - Auto   C1058   Professional Claims 837P
Liberty Mutual Insurance Co   33600   Professional Claims 837P
Liberty Mutual Middle Markets   33600   Professional Claims 837P
Liberty Northwest   33600   Professional Claims 837P
Liberty Union   37281   Professional Claims 837P
Liberty Union   37281   Institutional Claims 837I
Liberty Wausau   33600   Professional Claims 837P
Life Assurance Company   37281   Professional Claims 837P
Life Assurance Company   37281   Institutional Claims 837I
Life Benefit Plan   LIFEB   Professional Claims 837P
Life Benefit Plan   LIFEB   Institutional Claims 837I
Life Pittsburgh   25181   Professional Claims 837P
Life Pittsburgh   25181   Institutional Claims 837I
Life St. Mary (Trinity Health Pace)   76184   Professional Claims 837P
Life St. Mary (Trinity Health Pace)   76184   Institutional Claims 837I
Life Trac   41136   Institutional Claims 837I
Life Trac   41136   Professional Claims 837P
LifeCare Assurance Co   LIFECARE   Eligibility 270 / 271
Lifeshield National Insurance Co.   47865   Professional Claims 837P
Lifeshield National Insurance Co.   47865   Institutional Claims 837I
Lifetime Benefit Solutions   EBSRM   Remits 835
Lifetime Benefit Solutions   EBSRM   Professional Claims 837P
LifeWell Health Plans   71063   Remits 835
Lifewise Arizona   LWAZ   Eligibility 270 / 271
LifeWise Assurance Company   LIFEWISE-ASSURANCE-CO   Eligibility 270 / 271
LifeWise Healthplan of Oregon (Premera)   93093   Professional Claims 837P
LifeWise Healthplan of Oregon (Premera)   93093   Institutional Claims 837I
LifeWise Healthplan of Oregon (Premera)   93093   Remits 835
LifeWise Healthplan of Oregon (Premera)   LIFEWISE-OR   Eligibility 270 / 271
LifeWise Healthplan of Washington (Premera)   00430   Professional Claims 837P
LifeWise Healthplan of Washington (Premera)   00430   Institutional Claims 837I
LifeWise Healthplan of Washington (Premera)   00430   Remits 835
LifeWise Healthplan of Washington (Premera)   LIFEWISE-WA   Eligibility 270 / 271
LifeWorks Advantage (ISNP plan)   LWA01   Institutional Claims 837I
LifeWorks Advantage (ISNP plan)   LWA01   Professional Claims 837P
LifeWorks Advantage (ISNP plan)   LWA01   Remits 835
Lincoln Financial Group (Salt Lake City)   LFGSLC   Eligibility 270 / 271
Lincoln Heritage   LINHER   Eligibility 270 / 271
Lincoln Heritage Medicare Supplement   95717   Remits 835
Lincoln National of Wisconsin   73288   Dental Claims 837D
Line Construction Benefit Fund   LCB01   Remits 835
Link Snacks (Jacks Links)   J2133   Professional Claims 837P
Little Company of Mary   LCM01   Institutional Claims 837I
Little Company of Mary   LCM01   Professional Claims 837P
Live Well IPA   LWIPA   Remits 835
Live Well IPA   LWIPA   Professional Claims 837P
Live Well IPA   LWIPA   Institutional Claims 837I
Local 137 Operating Engineers Welfare Fund   84041   Professional Claims 837P
Local 137 Operating Engineers Welfare Fund   84041   Institutional Claims 837I
Local 670 Engineers   67011   Professional Claims 837P
Local 670 Engineers   67011   Institutional Claims 837I
Local 670 Engineers VIP   67022   Institutional Claims 837I
Local 670 Engineers VIP   67022   Professional Claims 837P
Local 670 VIP   67012   Professional Claims 837P
Local 670 VIP   67012   Institutional Claims 837I
Lockard & Williams   CB752   Institutional Claims 837I
Lockard & Williams   CB752   Professional Claims 837P
Lockard & Williams   CB752   Remits 835
Loma Linda University   37267   Professional Claims 837P
Loma Linda University   37267   Institutional Claims 837I
Loma Linda University Adventist Health Sciences Center   37267   Professional Claims 837P
Loma Linda University Adventist Health Sciences Center   37267   Institutional Claims 837I
Loma Linda University Adventist Health Sciences Centers   37267   Professional Claims 837P
Loma Linda University Adventist Health Sciences Centers   37267   Institutional Claims 837I
Loma Linda University Behavorial Medicine Center Employee Health Plan   37267   Professional Claims 837P
Loma Linda University Behavorial Medicine Center Employee Health Plan   37267   Institutional Claims 837I
Loma Linda University Dept of Risk Management   37267   Professional Claims 837P
Loma Linda University Dept of Risk Management   37267   Institutional Claims 837I
Loma Linda University Healthcare - ManagedCare Claims   33036   Professional Claims 837P
Loma Linda University Healthcare Employee Health Plan   37267   Professional Claims 837P
Loma Linda University Healthcare Employee Health Plan   37267   Institutional Claims 837I
Lone Star Medical Group PLLC    LNSTR   Professional Claims 837P
Lone Star Medical Group PLLC    LNSTR   Institutional Claims 837I
Lone Star TPA   45289   Professional Claims 837P
Lone Star TPA   45289   Institutional Claims 837I
Long Beach Memorial IPA (MHCLB)   IP095   Institutional Claims 837I
Long Beach Memorial IPA (MHCLB)   IP095   Professional Claims 837P
Longevity CO   LCO01   Remits 835
Longevity CO   LCO01   Professional Claims 837P
Longevity CO   LCO01   Institutional Claims 837I
Longevity FL   LFL01   Remits 835
Longevity FL   LFL01   Professional Claims 837P
Longevity FL   LFL01   Institutional Claims 837I
Longevity IL   LIL01   Remits 835
Longevity IL   LIL01   Professional Claims 837P
Longevity IL   LIL01   Institutional Claims 837I
Longevity MI   LMI01   Remits 835
Longevity MI   LMI01   Professional Claims 837P
Longevity MI   LMI01   Institutional Claims 837I
Longevity NC   LNC01   Remits 835
Longevity NC   LNC01   Professional Claims 837P
Longevity NC   LNC01   Institutional Claims 837I
Longevity NJ   LNJ01   Remits 835
Longevity NJ   LNJ01   Professional Claims 837P
Longevity NJ   LNJ01   Institutional Claims 837I
​Longevity NY   LNY01   Professional Claims 837P
​Longevity NY   LNY01   Institutional Claims 837I
​Longevity NY   LNY01   Remits 835
Longevity OK   LOK01   Professional Claims 837P
Longevity OK   LOK01   Institutional Claims 837I
Longevity OK   LOK01   Remits 835
Longs Drugs   J1464   Professional Claims 837P
Loomis - SeeChange Health Insurance   35098   Professional Claims 837P
Loomis - SeeChange Health Insurance   35098   Institutional Claims 837I
Loren Cook   73236   Professional Claims 837P
Loren Cook   73236   Institutional Claims 837I
Los Angeles Medical Center (LAMC)   PROSP   Professional Claims 837P
Los Angeles Medical Center (LAMC)   PROSP   Institutional Claims 837I
Los Angeles Medical Center (LAMC) - Encounters   PROSP   Professional Claims 837P
Los Angeles Medical Center (LAMC) - Encounters   PROSP   Institutional Claims 837I
Louisiana Healthcare Connections (Centene)   68069   Professional Claims 837P
Louisiana Healthcare Connections (Centene)   68069   Institutional Claims 837I
Louisiana Healthcare Connections (Centene)   68069   Remits 835
Louisiana Healthcare Connections (Centene)   LAHLTH   Eligibility 270 / 271
Louisiana State University - CORVEL   J1953   Professional Claims 837P
Louisiana Workers Compensation Corporation (LWCC)   J1547   Professional Claims 837P
Lovelace Salud  (Medicaid)   NM505   Professional Claims 837P
Lowe's   J1465   Professional Claims 837P
Lowe's (Bunch CareSolutions)   J1465   Professional Claims 837P
Lower Kuskokwim School District   56756   Professional Claims 837P
Lower Kuskokwim School District   56756   Institutional Claims 837I
Loyola Physician Partners   37175   Professional Claims 837P
Loyola Physician Partners   37175   Institutional Claims 837I
LUCENT HEALTH   88056   Remits 835
LUCENT HEALTH   88056   Professional Claims 837P
LUCENT HEALTH   88056   Institutional Claims 837I
LUCENT HEALTH   LUCENT   Eligibility 270 / 271
Lumbermens Underwriting Alliance   J1899   Professional Claims 837P
Lumico Life Insurance Co Medicare Supplement   96364   Remits 835
